Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
3,M506,EDWARD A. REYNOLDS WEST SIDE HS-M,DOE - Skilled Trades,DEP/DOE WATER CONSERVATION FIXTURE RETROFIT PROGRAM,Construction,In-Progress,8/6/2022,DOES,,DOES,85598.00,0.00,DSF0001009117
3,M506,EDWARD A. REYNOLDS WEST SIDE HS-M,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,4/22/2024,DOES,9/5/2024,DOES,50832.00,,DSF0001084967
3,M514,3K CENTER @ 1972 BROADWAY - MANHATTAN,3K,LEASE,Scope,Complete,7/29/2021,9/16/2021,9/16/2021,331100,221828.00,221828.00,DSF0001009268
3,M514,3K CENTER @ 1972 BROADWAY - MANHATTAN,3K,LEASE,Design,Complete,9/17/2021,12/20/2021,5/4/2022,1489950,713215.00,692018.00,DSF0001009268
3,M514,3K CENTER @ 1972 BROADWAY - MANHATTAN,3K,LEASE,Construction,In-Progress,6/13/2022,9/3/2023,,18789925,19137843.00,18363594.00,DSF0001009268
3,M514,3K CENTER @ 1972 BROADWAY - MANHATTAN,3K,LEASE,"CM,F&E",In-Progress,6/13/2022,9/3/2023,,2648800,877415.00,1769727.00,DSF0001009268
3,M837,WEST END SECONDARY SCHOOL - MANHATTAN,SCA CIP RESOA,FY20 RESO A IPDVS CAMERA INSTALLATION,Scope,Complete,2/1/2023,6/1/2023,2/6/2023,0,2773.00,2773.00,DSF0000822325
3,M837,WEST END SECONDARY SCHOOL - MANHATTAN,SCA CIP RESOA,FY20 RESO A IPDVS CAMERA INSTALLATION,Design,Complete,2/6/2023,8/2/2023,5/3/2023,20584,11090.00,11090.00,DSF0000822325
3,M837,WEST END SECONDARY SCHOOL - MANHATTAN,SCA CIP RESOA,FY20 RESO A IPDVS CAMERA INSTALLATION,Construction,In-Progress,12/8/2023,12/6/2024,,301894,208878.00,112185.00,DSF0000822325
3,M837,WEST END SECONDARY SCHOOL - MANHATTAN,SCA CIP RESOA,FY20 RESO A IPDVS CAMERA INSTALLATION,"CM,F&E",In-Progress,12/8/2023,12/6/2024,,112468,117867.00,88519.00,DSF0000822325
3,M837,WEST END SECONDARY SCHOOL - MANHATTAN,SCA CIP RESOA,FY18 RESO A MEDIA CENTER UPGRADE,Scope,Complete,4/24/2018,8/23/2018,8/20/2018,0,11728.00,11728.00,DSF0000866559
3,M837,WEST END SECONDARY SCHOOL - MANHATTAN,SCA CIP RESOA,FY18 RESO A MEDIA CENTER UPGRADE,Design,PNS,PNS,PNS,PNS,0,1837.00,1837.00,DSF0000866559
3,M837,WEST END SECONDARY SCHOOL - MANHATTAN,SCA CIP RESOA,FY18 RESO A MEDIA CENTER UPGRADE,Construction,PNS,PNS,PNS,PNS,0,1402.00,1402.00,DSF0000866559
3,M837,WEST END SECONDARY SCHOOL - MANHATTAN,SCA CIP RESOA,FY18 RESO A MEDIA CENTER UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,0,3321.00,3321.00,DSF0000866559
3,M837,WEST END SECONDARY SCHOOL - MANHATTAN,DIIT - RESOA,FY18 RESO A TECHNOLOGY,Purch & Install,In-Progress,6/30/2021,DIIR,,DIIR,50000.00,0.00,DSF0000867494
3,M837,WEST END SECONDARY SCHOOL - MANHATTAN,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,In-Progress,7/10/2020,DIIR,,DIIR,100000.00,0.00,DSF0000889866
3,M837,WEST END SECONDARY SCHOOL - MANHATTAN,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,In-Progress,7/10/2020,DIIR,,DIIR,50000.00,0.00,DSF0000890190
3,M837,WEST END SECONDARY SCHOOL - MANHATTAN,DIIT - RESOA,FY20 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,2/17/2022,DIIR,,DIIR,111666.00,0.00,DSF0000913651
3,M837,WEST END SECONDARY SCHOOL - MANHATTAN,DIIT - RESOA,FY20 RESO A TECHNOLOGY,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,40000.00,0.00,DSF0000960898
3,M837,WEST END SECONDARY SCHOOL - MANHATTAN,DIIT - RESOA,FY21 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,153995.00,0.00,DSF0001008144
3,M837,WEST END SECONDARY SCHOOL - MANHATTAN,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000.00,0.00,DSF0001033682
3,M837,WEST END SECONDARY SCHOOL - MANHATTAN,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000.00,0.00,DSF0001086326
3,M837,WEST END SECONDARY SCHOOL - MANHATTAN,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000.00,0.00,DSF0001112908
3,M837,WEST END SECONDARY SCHOOL - MANHATTAN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,7/24/2024,DOES,7/31/2024,DOES,65832.00,,DSF0001085490
3,M841,M811 SPED - MANHATTAN,SCA CIP,ROOFS,Scope,Complete,4/27/2021,9/10/2021,9/8/2021,56358,68816.00,68816.00,DSF0000994645
3,M841,M811 SPED - MANHATTAN,SCA CIP,ROOFS,Design,Complete,9/9/2021,2/14/2022,5/6/2022,281792,251114.00,251114.00,DSF0000994645
3,M841,M811 SPED - MANHATTAN,SCA CIP,ROOFS,Construction,In-Progress,6/12/2023,12/2/2024,,6340318,5755968.00,3158762.00,DSF0000994645
3,M841,M811 SPED - MANHATTAN,SCA CIP,ROOFS,"CM,F&E",In-Progress,6/12/2023,12/2/2024,,394509,242834.00,236302.00,DSF0000994645
3,M841,M811 SPED - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,3/9/2023,7/10/2023,3/21/2023,4500,2013.00,2013.00,DSF0001034564
3,M841,M811 SPED - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,3/21/2023,9/14/2023,5/3/2023,20250,8052.00,8052.00,DSF0001034564
3,M841,M811 SPED - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,12/8/2023,12/6/2024,,261000,233371.00,119942.00,DSF0001034564
3,M841,M811 SPED - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,12/8/2023,12/6/2024,,130544,109889.00,54981.00,DSF0001034564
3,M841,M811 SPED - MANHATTAN,SCA Emergency Response,EMERGENCY STABILIZATION,Construction,In-Progress,6/8/2021,EMER,,EMER,25923.00,25923.00,SCA0000069792
3,M841,M811 SPED - MANHATTAN,DIIT - RESOA,RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,DIIR,100000.00,0.00,DSF0001086327
3,M841,M811 SPED - MANHATTAN,DOE - Skilled Trades,ELEVATOR MODERNIZATION,Construction,In-Progress,3/21/2022,DOES,,DOES,72385.00,374843.00,DSF0001020263
3,M841,M811 SPED - MANHATTAN,DOE - Skilled Trades,CHILLED WATER COIL REPLACEMENT,Construction,In-Progress,2/23/2024,DOES,,DOES,67305.00,0.00,DSF0001111830
3,M932,P.S. 859 - MANHATTAN,DOE - RESOA,FY24 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,175000.00,0.00,DSF0001086336
3,MQAE,HARLEM HEBREW LANGUAGE CHARTER SCHOOL,DIIT - RESOA,FY20 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,50000.00,0.00,DSF0000913659
3,MQAE,HARLEM HEBREW LANGUAGE CHARTER SCHOOL,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/1/2023,DIIR,,DIIR,99648.00,0.00,DSF0001033183
4,M007,P.S. 7 - MANHATTAN,SCA CIP,ROOFS / EXTERIOR MASONRY,Scope,Complete,12/14/2023,5/1/2024,5/10/2024,96443,91322.00,91259.00,"DSF0001067975, DSF0001095677"
4,M007,P.S. 7 - MANHATTAN,SCA CIP,ROOFS / EXTERIOR MASONRY,Design,In-Progress,5/28/2024,10/29/2024,,437829,437829.00,7295.00,"DSF0001067975, DSF0001095677"
4,M007,P.S. 7 - MANHATTAN,SCA CIP,ROOFS / EXTERIOR MASONRY,Construction,PNS,PNS,PNS,PNS,6833914,6833914.00,40193.00,"DSF0001067975, DSF0001095677"
4,M007,P.S. 7 - MANHATTAN,SCA CIP,ROOFS / EXTERIOR MASONRY,"CM,F&E",PNS,PNS,PNS,PNS,843361,843361.00,48868.00,"DSF0001067975, DSF0001095677"
4,M007,P.S. 7 - MANHATTAN,Fast Track Projects,ELECTRICAL WORK FOR A/C INITIATIVE / LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Construction,In-Progress,10/23/2020,FTK,,FTK,207020.00,165322.00,"DSF0000912697, DSF0000912923"
4,M007,P.S. 7 - MANHATTAN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,In-Progress,9/9/2024,DOES,,DOES,65832.00,0.00,DSF0001084622
4,M013,P.S. 497 - MANHATTAN,SCA CIP,IDA FLOOD ELIMINATION / IDA ELECTRICAL UPGRADE / IDA ROOFS / IDA HEATING PLANT UPGRADE / IDA INTERIOR SPACES / NON-IDA PLAYGROUND UPGRADE,Scope,Complete,1/21/2022,6/7/2022,12/21/2022,121867,247614.00,112052.00,"SCA0000070741, DSF0001083709, DSF0001068069, DSF0001068072, DSF0001083710, DSF0001086883"
4,M013,P.S. 497 - MANHATTAN,SCA CIP,IDA FLOOD ELIMINATION / IDA ELECTRICAL UPGRADE / IDA ROOFS / IDA HEATING PLANT UPGRADE / IDA INTERIOR SPACES / NON-IDA PLAYGROUND UPGRADE,Design,In-Progress,12/23/2022,5/26/2023,,607409,705677.00,430547.00,"SCA0000070741, DSF0001083709, DSF0001068069, DSF0001068072, DSF0001083710, DSF0001086883"
4,M013,P.S. 497 - MANHATTAN,SCA CIP,IDA FLOOD ELIMINATION / IDA ELECTRICAL UPGRADE / IDA ROOFS / IDA HEATING PLANT UPGRADE / IDA INTERIOR SPACES / NON-IDA PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,13499879,13499879.00,160863.00,"SCA0000070741, DSF0001083709, DSF0001068069, DSF0001068072, DSF0001083710, DSF0001086883"
4,M013,P.S. 497 - MANHATTAN,SCA CIP,IDA FLOOD ELIMINATION / IDA ELECTRICAL UPGRADE / IDA ROOFS / IDA HEATING PLANT UPGRADE / IDA INTERIOR SPACES / NON-IDA PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,867539,867539.00,146835.00,"SCA0000070741, DSF0001083709, DSF0001068069, DSF0001068072, DSF0001083710, DSF0001086883"
4,M013,P.S. 497 - MANHATTAN,SCA CIP,PATH OF TRAVEL IDA FLOOD ELIMINATION,Scope,Complete,1/25/2023,4/26/2023,3/27/2023,9146,12871.00,0.00,DSF0001083734
4,M013,P.S. 497 - MANHATTAN,SCA CIP,PATH OF TRAVEL IDA FLOOD ELIMINATION,Design,In-Progress,3/28/2023,7/27/2023,,41157,41157.00,0.00,DSF0001083734
4,M013,P.S. 497 - MANHATTAN,SCA CIP,PATH OF TRAVEL IDA FLOOD ELIMINATION,Construction,PNS,PNS,PNS,PNS,530468,530468.00,53.00,DSF0001083734
4,M013,P.S. 497 - MANHATTAN,SCA CIP,PATH OF TRAVEL IDA FLOOD ELIMINATION,"CM,F&E",PNS,PNS,PNS,PNS,98320,98320.00,2896.00,DSF0001083734
4,M013,P.S. 497 - MANHATTAN,SCA IEH,PO18-ABATE & REPLACE  CAFETERIA CEILING,Construction,Complete,7/18/2024,IEH,7/20/2024,IEH,0.00,0.00,SCA0000073154
4,M013,P.S. 497 - MANHATTAN,SCA IEH,PO18-ABATE CAFETERIA CEILING DUE TO WATER PENETRATION CAUSING SEVERAL TILES TO FALL . THE CEILING IS,Construction,Complete,8/19/2024,IEH,8/25/2024,IEH,0.00,0.00,SCA0000073301
4,M013,P.S. 497 - MANHATTAN,DOE - RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Construction,In-Progress,7/16/2018,DOER,,DOER,127861.00,0.00,DSF0000866429
4,M013,EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL II - M,DOE - RESOA,FY19 RESO A TOILET STUDENTS,Construction,In-Progress,6/21/2019,DOER,,DOER,79836.00,0.00,DSF0000889851
4,M013,P.S. 497 - MANHATTAN,DOE - RESOA,FY20 RESO A BATHROOM UPGRADES,Construction,In-Progress,7/15/2023,DOER,,DOER,60436.00,0.00,DSF0000913073
4,M013,EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL II - M,DOE - RESOA,FY20 RESO A WATER FOUNTAIN UPGRADES,Construction,In-Progress,5/9/2022,DOER,,DOER,37611.00,0.00,DSF0000913295
4,M013,CENTRAL PARK EAST HS - MANHATTAN,DOE - RESOA,FY20 RESO A GYMNASIUM UPGRADE,Construction,In-Progress,3/5/2020,DOER,,DOER,75000.00,0.00,DSF0000913339
4,M013,P.S. 497 - MANHATTAN,DOE - RESOA,FY24 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,218617.00,0.00,DSF0001086171
4,M013,CENTRAL PARK EAST HS - MANHATTAN,DOE - RESOA,FY24 RESO A CAFETERIA UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,288000.00,0.00,DSF0001086172
4,M013,P.S. 497 - MANHATTAN,DOE - Skilled Trades,ACE BOILER BURNER CONVERSIONS,Construction,In-Progress,4/29/2022,DOES,,DOES,3390158.00,0.00,DSF0000912464
4,M013,CENTRAL PARK EAST HS - MANHATTAN,DOE - Skilled Trades,GYM CEILING,Construction,In-Progress,5/5/2023,DOES,,DOES,167171.00,0.00,DSF0001085127
4,M045,P.S. 37 - MANHATTAN,SCA CIP,SIDEWALK REPAIR / ROOFS / EXTERIOR MASONRY / PARAPETS / FLOOD ELIMINATION,Scope,Complete,1/17/2023,2/6/2024,12/5/2023,173001,255269.00,239706.00,"DSF0001083716, DSF0001068381, DSF0001096081, DSF0001096080, DSF0001096076"
4,M045,P.S. 37 - MANHATTAN,SCA CIP,SIDEWALK REPAIR / ROOFS / EXTERIOR MASONRY / PARAPETS / FLOOD ELIMINATION,Design,Complete,12/21/2023,5/23/2024,4/26/2024,865002,474802.00,377677.00,"DSF0001083716, DSF0001068381, DSF0001096081, DSF0001096080, DSF0001096076"
4,M045,P.S. 37 - MANHATTAN,SCA CIP,SIDEWALK REPAIR / ROOFS / EXTERIOR MASONRY / PARAPETS / FLOOD ELIMINATION,Construction,In-Progress,11/20/2024,5/8/2027,,19462500,17532055.00,159903.00,"DSF0001083716, DSF0001068381, DSF0001096081, DSF0001096080, DSF0001096076"
4,M045,P.S. 37 - MANHATTAN,SCA CIP,SIDEWALK REPAIR / ROOFS / EXTERIOR MASONRY / PARAPETS / FLOOD ELIMINATION,"CM,F&E",In-Progress,11/20/2024,5/8/2027,,1211001,123714.00,117879.00,"DSF0001083716, DSF0001068381, DSF0001096081, DSF0001096080, DSF0001096076"
4,M045,P.S. 37 - MANHATTAN,SCA IEH,"PO18-ACM REMOVAL FOR PIPE INSULATION ON A STEAM PIPE, 8' LOCATED IN THE STORAGE ROOM THE BASEMENT AR",Construction,Complete,8/1/2024,IEH,9/18/2024,IEH,0.00,0.00,SCA0000073222
4,M045,P.S. 37 - MANHATTAN,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,100000.00,0.00,DSF0001112768
4,M045,P.S. 37 - MANHATTAN,DOE - RESOA,FY23 RESO A SUPPLEMENTAL COOLING,Construction,In-Progress,11/21/2023,DOER,,DOER,446089.00,0.00,DSF0001035634
4,M045,P.S. 37 - MANHATTAN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,6/10/2024,DOES,7/24/2024,DOES,65832.00,10624.00,DSF0001084195
4,M045,P.S. 37 - MANHATTAN,DOE - Skilled Trades,SWIMMING POOL,Construction,In-Progress,5/29/2024,DOES,,DOES,360648.00,0.00,DSF0001096078
4,M050,P.S. 964 - MANHATTAN,SCA IEH,"PO18-ROOM 122, ABATE 10 SQ. FT. CEILING PLASTER, 10 L.F. PIPE INSULATION ROOM 208, ABATE 5 SQ. FT. W",Construction,In-Progress,5/29/2024,IEH,,IEH,0.00,0.00,SCA0000073036
4,M050,NY CENTER FOR AUTISM CHARTER - M,DOE - RESOA,FY22 RESO A BATHROOM UPGRADES,Construction,In-Progress,8/11/2023,DOER,,DOER,189281.00,0.00,DSF0001033687
4,M050,P.S. 964 - MANHATTAN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,9/3/2024,DOES,9/6/2024,DOES,65832.00,9955.00,DSF0001084625
4,M057,P.S. 57 - MANHATTAN,SCA CIP,FULL PROGRAM ACCESSIBILITY,Scope,Complete,7/27/2018,12/13/2018,3/21/2019,124610,157587.00,154843.00,DSF0000889342
4,M057,P.S. 57 - MANHATTAN,SCA CIP,FULL PROGRAM ACCESSIBILITY,Design,Complete,11/6/2019,4/27/2020,5/14/2021,623050,450847.00,446926.00,DSF0000889342
4,M057,P.S. 57 - MANHATTAN,SCA CIP,FULL PROGRAM ACCESSIBILITY,Construction,In-Progress,7/20/2022,7/18/2024,,14018625,14507928.00,5909235.00,DSF0000889342
4,M057,P.S. 57 - MANHATTAN,SCA CIP,FULL PROGRAM ACCESSIBILITY,"CM,F&E",In-Progress,7/20/2022,7/18/2024,,978062,1383715.00,1372187.00,DSF0000889342
4,M057,P.S. 57 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,6/2/2022,9/30/2022,6/9/2022,3426,2739.00,2739.00,DSF0001034624
4,M057,P.S. 57 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,6/9/2022,12/6/2022,10/25/2022,15415,10955.00,10955.00,DSF0001034624
4,M057,P.S. 57 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,4/17/2023,3/11/2024,,198679,184722.00,161917.00,DSF0001034624
4,M057,P.S. 57 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,4/17/2023,3/11/2024,,142519,145234.00,131244.00,DSF0001034624
4,M057,P.S. 57 - MANHATTAN,SCA IEH,"PO18-BASEMENT STAIRWAY, ABATE 93 L.F. PIPE INSULATION ROOM B15, ABATE 170 L.F. PIPE INSULATION MARKE",Construction,Complete,7/17/2024,IEH,9/13/2024,IEH,0.00,0.00,SCA0000073144
4,M072,P.S. 72 - MANHATTAN,SCA CIP,ROOF REPLACEMENT / EXTERIOR MASONRY,Scope,Complete,7/13/2023,11/29/2023,11/7/2023,34411,56213.00,54528.00,"DSF0001085177, DSF0001111826"
4,M072,P.S. 72 - MANHATTAN,SCA CIP,ROOF REPLACEMENT / EXTERIOR MASONRY,Design,Complete,11/17/2023,4/22/2024,4/24/2024,172055,129205.00,124281.00,"DSF0001085177, DSF0001111826"
4,M072,P.S. 72 - MANHATTAN,SCA CIP,ROOF REPLACEMENT / EXTERIOR MASONRY,Construction,PNS,PNS,PNS,PNS,3871250,3871250.00,91414.00,"DSF0001085177, DSF0001111826"
4,M072,P.S. 72 - MANHATTAN,SCA CIP,ROOF REPLACEMENT / EXTERIOR MASONRY,"CM,F&E",PNS,PNS,PNS,PNS,240877,240877.00,55908.00,"DSF0001085177, DSF0001111826"
4,M072,P.S. 72 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,6/14/2022,10/13/2022,6/28/2022,4689,4028.00,4028.00,DSF0001034582
4,M072,P.S. 72 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,6/28/2022,12/23/2022,10/25/2022,21099,16109.00,16109.00,DSF0001034582
4,M072,P.S. 72 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,4/17/2023,3/11/2024,,271948,247047.00,218454.00,DSF0001034582
4,M072,P.S. 72 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,4/17/2023,3/11/2024,,155435,139309.00,125307.00,DSF0001034582
4,M072,P.S. 72 - MANHATTAN,SCA Emergency Response,EMERGENCY STABILIZATION- SIDEWALK BRIDGE @ PS72M,Construction,In-Progress,10/2/2023,EMER,,EMER,199023.00,105817.00,SCA0000072367
4,M072,P.S. 72 - MANHATTAN,Fast Track Projects,ELECTRICAL WORK FOR A/C INITIATIVE,Construction,In-Progress,7/13/2021,FTK,,FTK,119228.00,111965.00,DSF0000912082
4,M072,P.S. 72 - MANHATTAN,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,100000.00,0.00,DSF0000889840
4,M072,P.S. 72 - MANHATTAN,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,100000.00,0.00,DSF0000890161
4,M072,P.S. 72 - MANHATTAN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,1/23/2024,DOEL,,DOEL,55323.00,50323.00,
4,M072,P.S. 72 - MANHATTAN,DOE - RESOA,FY17 RESO A SCIENCE LAB UPGRADES,Construction,PNS,PNS,PNS,PNS,DOER,79400.00,0.00,DSF0000844208
4,M072,P.S. 72 - MANHATTAN,DOE - RESOA,FY22 RESO A BATHROOM UPGRADES,Construction,In-Progress,11/1/2022,DOER,,DOER,197247.00,0.00,DSF0001033636
4,M072,P.S. 72 - MANHATTAN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,6/22/2022,DOES,,DOES,444648.00,0.00,DSF0000992462
4,M072,P.S. 72 - MANHATTAN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,8/26/2024,DOES,9/4/2024,DOES,65832.00,,DSF0001084627
4,M083,P.S. 83 - MANHATTAN,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Scope,Complete,2/4/2020,7/6/2020,4/2/2020,59840,92204.00,92204.00,"DSF0000960648, DSF0000943795"
4,M083,P.S. 83 - MANHATTAN,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Design,Complete,4/3/2020,9/2/2020,7/16/2020,299201,465126.00,396920.00,"DSF0000960648, DSF0000943795"
4,M083,P.S. 83 - MANHATTAN,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Construction,In-Progress,9/20/2021,9/19/2023,,6732000,6401037.00,5274824.00,"DSF0000960648, DSF0000943795"
4,M083,P.S. 83 - MANHATTAN,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,"CM,F&E",In-Progress,9/20/2021,9/19/2023,,420477,1120763.00,1093492.00,"DSF0000960648, DSF0000943795"
4,M083,P.S. 83 - MANHATTAN,SCA CIP,ROOFS / WINDOWS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,9/29/2023,2/20/2024,11/9/2023,173903,125439.00,121931.00,"DSF0001068739, DSF0001111834, DSF0001111833, DSF0001111832"
4,M083,P.S. 83 - MANHATTAN,SCA CIP,ROOFS / WINDOWS / PARAPETS / EXTERIOR MASONRY,Design,Complete,12/20/2023,5/22/2024,5/7/2024,869516,324288.00,324168.00,"DSF0001068739, DSF0001111834, DSF0001111833, DSF0001111832"
4,M083,P.S. 83 - MANHATTAN,SCA CIP,ROOFS / WINDOWS / PARAPETS / EXTERIOR MASONRY,Construction,PNS,PNS,PNS,PNS,19564118,19564118.00,205429.00,"DSF0001068739, DSF0001111834, DSF0001111833, DSF0001111832"
4,M083,P.S. 83 - MANHATTAN,SCA CIP,ROOFS / WINDOWS / PARAPETS / EXTERIOR MASONRY,"CM,F&E",PNS,PNS,PNS,PNS,1217322,1217322.00,48354.00,"DSF0001068739, DSF0001111834, DSF0001111833, DSF0001111832"
4,M083,P.S. 83 - MANHATTAN,SCA Emergency Response,EMERGENCY STABILIZATION- PUBLIC PROTECTION @ M083,Construction,In-Progress,10/11/2023,EMER,,EMER,89262.00,56375.00,SCA0000072390
4,M083,P.S. 83 - MANHATTAN,SCA IEH,"PO18-ABATE AND REPAIR FLOOR TILES IN THE GYM  2ND FLOOR APPROXIMATELY 64 SQFT. FLOOR TILES 9X9, CRAC",Construction,In-Progress,3/28/2024,IEH,,IEH,0.00,0.00,SCA0000072884
4,M083,P.S. 83 - MANHATTAN,Fast Track Projects,IPDVS INSTALLATIONS,Construction,In-Progress,10/25/2024,FTK,,FTK,6541.00,561.00,DSF0001087473
4,M083,P.S. 182 - MANHATTAN,DOE - RESOA,FY18 RESO A PLAYGROUNDS,Construction,In-Progress,11/27/2019,DOER,,DOER,93994.00,0.00,DSF0000866427
4,M083,P.S. 83 - MANHATTAN,DOE - RESOA,FY24 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,DOER,357339.00,0.00,DSF0001086201
4,M083,P.S. 83 - MANHATTAN,DOE - RESOA,FY25 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,150000.00,0.00,DSF0001112783
4,M083,P.S. 182 - MANHATTAN,DOE - RESOA,FY25 RESO A HYDROPONICS LAB,Construction,PNS,PNS,PNS,PNS,DOER,88000.00,0.00,DSF0001112784
4,M096,P.S. 96 - MANHATTAN,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / LOW VOLTAGE ELECTRICAL SYSTEM,Scope,Complete,2/18/2020,7/17/2020,4/27/2020,96801,175086.00,151088.00,"DSF0000960649, DSF0000960650, DSF0000943905"
4,M096,P.S. 96 - MANHATTAN,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / LOW VOLTAGE ELECTRICAL SYSTEM,Design,Complete,4/28/2020,9/28/2020,10/29/2020,484003,613645.00,548355.00,"DSF0000960649, DSF0000960650, DSF0000943905"
4,M096,P.S. 96 - MANHATTAN,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / LOW VOLTAGE ELECTRICAL SYSTEM,Construction,In-Progress,8/4/2022,8/2/2024,,10890057,9993369.00,8743735.00,"DSF0000960649, DSF0000960650, DSF0000943905"
4,M096,P.S. 96 - MANHATTAN,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / LOW VOLTAGE ELECTRICAL SYSTEM,"CM,F&E",In-Progress,8/4/2022,8/2/2024,,677603,499641.00,496541.00,"DSF0000960649, DSF0000960650, DSF0000943905"
4,M096,P.S. 96 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / WINDOWS / ROOFS / EXTERIOR MASONRY / PARAPETS,Scope,Complete,5/10/2024,9/26/2024,11/18/2024,171414,179553.00,56205.00,"DSF0001096581, DSF0001096585, DSF0001124338, DSF0001124341, DSF0001124339"
